gene_id,SRR29040880,SRR29040882
gene-SUSD2|SUSD2,0,0
gene-PLCH2|PLCH2,97,295
gene-PEX10|PEX10,806,374
gene-RER1|RER1,2051,943
gene-MORN1|MORN1,0,0
gene-GABRD|GABRD,188,0
gene-CFAP74|CFAP74,979,333
gene-LOC134411659|LOC134411659,0,0
gene-PRKCZ|PRKCZ,11186,1813
gene-SKI|SKI,659,568
gene-TMEM52|TMEM52,0,0
gene-CALML6|CALML6,4,0
gene-NADK|NADK,703,88
gene-GNB1|GNB1,9155,3572
gene-LOC134411647|LOC134411647,0,0
gene-SLC35E2B|SLC35E2B,68,0
gene-MMP23B|MMP23B,0,0
gene-LOC134411538|LOC134411538,4321,903
gene-MIB2|MIB2,1746,225
gene-FNDC10|FNDC10,30,16
gene-LOC134411489|LOC134411489,799,137
gene-LOC134411527|LOC134411527,18,8
gene-SSU72|SSU72,1547,364
gene-LOC134411547|LOC134411547,1770,321
gene-VWA1|VWA1,0,0
gene-ANKRD65|ANKRD65,0,11
gene-MRPL20|MRPL20,0,0
gene-LOC134411541|LOC134411541,223,301
gene-LOC134411542|LOC134411542,370,254
gene-AURKAIP1|AURKAIP1,682,334
gene-MXRA8|MXRA8,141,162
gene-TAS1R3|TAS1R3,0,0
gene-DVL1|DVL1,387,339
gene-PUSL1|PUSL1,0,0
gene-INTS11|INTS11,1285,1155
gene-CPTP|CPTP,48,19
gene-ACAP3|ACAP3,763,72
gene-UBE2J2|UBE2J2,1698,192
gene-C1QTNF12|C1QTNF12,41,68
gene-B3GALT6|B3GALT6,318,36
gene-SDF4|SDF4,1969,776
gene-TTLL10|TTLL10,0,111
gene-C20H1orf159|C20H1orf159,1261,14
gene-RNF223|RNF223,0,0
gene-LOC134411333|LOC134411333,679,134
gene-AGRN|AGRN,451,452
gene-HES4|HES4,446,302
gene-PLEKHN1|PLEKHN1,1557,49
gene-KLHL17|KLHL17,42,0
gene-NOC2L|NOC2L,920,0
gene-SAMD11|SAMD11,270,289
gene-RERE|RERE,1928,1894
gene-CA6|CA6,0,0
gene-LOC134411631|LOC134411631,0,0
gene-LOC134411592|LOC134411592,0,0
gene-ENO1|ENO1,6289,3061
gene-GPR157|GPR157,188,22
gene-H6PD|H6PD,54,73
gene-SPSB1|SPSB1,899,78
gene-SLC25A33|SLC25A33,1125,41
gene-TMEM201|TMEM201,306,10
gene-LOC134411594|LOC134411594,9,0
gene-PIK3CD|PIK3CD,2101,32
gene-CLSTN1|CLSTN1,355,772
gene-CTNNBIP1|CTNNBIP1,3990,702
gene-LZIC|LZIC,646,403
gene-NMNAT1|NMNAT1,167,33
gene-RBP7|RBP7,0,0
gene-UBE4B|UBE4B,5695,762
gene-KIF1B|KIF1B,1626,517
gene-LOC134411776|LOC134411776,0,0
gene-PGD|PGD,1634,1003
gene-CENPS|CENPS,1132,130
gene-DFFA|DFFA,84,42
gene-PEX14|PEX14,1422,251
gene-CASZ1|CASZ1,437,344
gene-SRM|SRM,94,58
gene-TARDBP|TARDBP,3410,3038
gene-LOC134411478|LOC134411478,0,0
gene-MASP2|MASP2,33,32
gene-EXOSC10|EXOSC10,579,194
gene-LOC134411618|LOC134411618,39,24
gene-LOC134411493|LOC134411493,49,66
gene-ANGPTL7|ANGPTL7,0,0
gene-MTOR|MTOR,4810,1025
gene-UBIAD1|UBIAD1,1118,206
gene-DISP3|DISP3,0,0
gene-LOC134411383|LOC134411383,0,0
gene-LOC134411356|LOC134411356,3,0
gene-LOC134411456|LOC134411456,0,0
gene-MAD2L2|MAD2L2,603,190
gene-DRAXIN|DRAXIN,0,0
gene-AGTRAP|AGTRAP,0,0
gene-LOC134411429|LOC134411429,0,0
gene-MTHFR|MTHFR,1926,323
gene-CLCN6|CLCN6,609,38
gene-KIAA2013|KIAA2013,303,156
gene-PLOD1|PLOD1,41,157
gene-MFN2|MFN2,758,105
gene-TMCO4|TMCO4,345,0
gene-HTR6|HTR6,0,0
gene-NBL1|NBL1,52,239
gene-MICOS10|MICOS10,0,0
gene-AKR7A2|AKR7A2,0,0
gene-CAPZB|CAPZB,2338,2264
gene-MRTO4|MRTO4,66,31
gene-EMC1|EMC1,1228,378
gene-UBR4|UBR4,4495,3411
gene-IFFO2|IFFO2,1795,116
gene-ALDH4A1|ALDH4A1,0,0
gene-PAX7|PAX7,81,0
gene-IGSF21|IGSF21,1284,17
gene-ARHGEF10L|ARHGEF10L,170,400
gene-RCC2|RCC2,642,0
gene-LOC134411322|LOC134411322,0,0
gene-LOC134411402|LOC134411402,0,0
gene-TRIM62|TRIM62,418,231
gene-TMEM269|TMEM269,0,0
gene-LOC134411389|LOC134411389,88,0
gene-TRNAS-UGA-4|TRNAS-UGA,0,0
gene-HSPG2|HSPG2,230,567
gene-USP48|USP48,561,118
gene-RAP1GAP|RAP1GAP,0,0
gene-ALPL|ALPL,24,135
gene-ECE1|ECE1,445,627
gene-HP1BP3|HP1BP3,175,316
gene-SH2D5|SH2D5,0,0
gene-EIF4G3|EIF4G3,2520,2983
gene-DDOST|DDOST,1182,1105
gene-DDI2|DDI2,592,128
gene-PLEKHM2|PLEKHM2,469,230
gene-LOC134411608|LOC134411608,0,22
gene-EPHA2|EPHA2,505,457
gene-SLC25A34|SLC25A34,0,0
gene-TMEM82|TMEM82,0,0
gene-LOC134411307|LOC134411307,0,0
gene-FBLIM1|FBLIM1,319,0
gene-SPEN|SPEN,2136,1510
gene-LOC134411350|LOC134411350,418,269
gene-LOC134411305|LOC134411305,33,92
gene-ZBTB17|ZBTB17,1219,293
gene-LOC134411470|LOC134411470,259,233
gene-CPLANE2|CPLANE2,109,32
gene-FBXO42|FBXO42,436,227
gene-SZRD1|SZRD1,514,96
gene-NECAP2|NECAP2,601,288
gene-CROCC|CROCC,173,705
gene-ATP13A2|ATP13A2,186,112
gene-SDHB|SDHB,301,567
gene-LOC134412435|LOC134412435,1,0
gene-LOC134412439|LOC134412439,1,0
gene-ARPC4|ARPC4,118,31
gene-BCAN|BCAN,42,0
gene-PC|PC,512,689
gene-LRFN4|LRFN4,17,0
gene-RHBG|RHBG,96,22
gene-MEF2D|MEF2D,572,112
gene-TTC24|TTC24,8,0
gene-IQGAP3|IQGAP3,414,43
gene-NAXE|NAXE,0,0
gene-LOC134411952|LOC134411952,331,206
gene-UBQLN4|UBQLN4,1489,652
gene-LAMTOR2|LAMTOR2,1159,530
gene-RAB25|RAB25,33,151
gene-LOC134412267|LOC134412267,1070,50
gene-LOC134412327|LOC134412327,8,0
gene-MEX3A|MEX3A,33,21
gene-LMNA|LMNA,2940,393
gene-LOC134412328|LOC134412328,0,0
gene-SLC25A44|SLC25A44,461,166
gene-PMF1|PMF1,0,0
gene-LOC134412331|LOC134412331,0,0
gene-VANGL2|VANGL2,844,416
gene-NHLH1|NHLH1,2,0
gene-NCSTN|NCSTN,534,94
gene-LOC134412072|LOC134412072,0,0
gene-TAF6L|TAF6L,340,81
gene-COPA|COPA,7514,2826
gene-BANF1|BANF1,1510,595
gene-CTSF|CTSF,0,0
gene-EIF1AD|EIF1AD,772,116
gene-SART1|SART1,1534,981
gene-NIT1|NIT1,0,0
gene-DEDD|DEDD,2972,256
gene-PFDN2|PFDN2,810,421
gene-KLHDC9|KLHDC9,0,0
gene-LOC134411889|LOC134411889,59,219
gene-NECTIN4|NECTIN4,48,43
gene-ARHGAP30|ARHGAP30,0,0
gene-USF1|USF1,512,198
gene-TSTD1|TSTD1,0,0
gene-F11R|F11R,0,0
gene-LOC134412250|LOC134412250,0,0
gene-TXNIP|TXNIP,5577,6592
gene-POLR3GL|POLR3GL,0,0
gene-LOC134412336|LOC134412336,0,0
gene-RBM8A|RBM8A,2322,1701
gene-LIX1L|LIX1L,388,113
gene-PEX11B|PEX11B,288,0
gene-LOC134412142|LOC134412142,31,0
gene-ITGA10|ITGA10,48,62
gene-LOC134412244|LOC134412244,61,19
gene-POLR3C|POLR3C,1145,486
gene-RNF115|RNF115,481,106
gene-PIAS3|PIAS3,110,152
gene-ANKRD35|ANKRD35,71,134
gene-LOC134412338|LOC134412338,14,16
gene-LOC134412339|LOC134412339,0,0
gene-ARHGEF2|ARHGEF2,62,0
gene-SMG5|SMG5,1779,270
gene-TMEM79|TMEM79,0,26
gene-GLMP|GLMP,0,0
gene-TSACC|TSACC,0,0
gene-SSR2|SSR2,298,442
gene-LOC134411944|LOC134411944,0,0
gene-CCT3|CCT3,8897,7045
gene-NAALADL1|NAALADL1,54,0
gene-CDCA5|CDCA5,0,0
gene-ZFPL1|ZFPL1,0,0
gene-TM7SF2|TM7SF2,0,0
gene-VPS51|VPS51,1905,520
gene-ZNHIT2|ZNHIT2,22,4
gene-FAU|FAU,1152,0
gene-MRPL49|MRPL49,0,0
gene-LOC134412031|LOC134412031,1579,427
gene-POLR2G|POLR2G,2372,1521
gene-EEF1G|EEF1G,2461,5246
gene-SAC3D1|SAC3D1,25,0
gene-ARL2|ARL2,173,108
gene-SNX15|SNX15,128,0
gene-LOC134411993|LOC134411993,207,20
gene-AHNAK|AHNAK,14305,10955
gene-APH1A|APH1A,517,0
gene-CIART|CIART,0,0
gene-MRPS21|MRPS21,17,0
gene-RPRD2|RPRD2,286,193
gene-PRPF3|PRPF3,7601,1493
gene-TARS2|TARS2,315,73
gene-ADAMTSL4|ADAMTSL4,26,86
gene-PI4KB|PI4KB,1051,556
gene-LOC134411979|LOC134411979,133,264
gene-ZNF687|ZNF687,1510,101
gene-PRUNE1|PRUNE1,0,0
gene-MINDY1|MINDY1,483,369
gene-ANXA9|ANXA9,0,0
gene-PSMD4|PSMD4,1332,867
gene-PIP5K1A|PIP5K1A,473,151
gene-LOC134412431|LOC134412431,0,0
gene-VPS72|VPS72,0,0
gene-TMOD4|TMOD4,2047,12
gene-LYSMD1|LYSMD1,0,0
gene-TNFAIP8L2|TNFAIP8L2,75,118
gene-BNIPL|BNIPL,0,60
gene-SEMA6C|SEMA6C,991,111
gene-GABPB2|GABPB2,0,0
gene-MLLT11|MLLT11,0,0
gene-CDC42SE1|CDC42SE1,0,0
gene-SCNM1|SCNM1,241,25
gene-CERS2|CERS2,745,0
gene-SETDB1|SETDB1,2101,158
gene-ARNT|ARNT,744,74
gene-CTSK|CTSK,203,0
gene-LOC134412070|LOC134412070,137,323
gene-GOLPH3L|GOLPH3L,947,260
gene-CGN|CGN,959,143
gene-ENSA|ENSA,0,195
gene-PSMB4|PSMB4,743,831
gene-MCL1|MCL1,1037,1634
gene-RFX5|RFX5,25,0
gene-LOC134412043|LOC134412043,0,0
gene-LOC134412425|LOC134412425,0,0
gene-LOC134412268|LOC134412268,0,0
gene-POGZ|POGZ,2026,433
gene-TUFT1|TUFT1,1388,0
gene-CELF3|CELF3,30,0
gene-SNX27|SNX27,4206,680
gene-MRPL9|MRPL9,0,0
gene-TDRKH|TDRKH,0,0
gene-LOC134412190|LOC134412190,0,0
gene-LINGO4|LINGO4,14,2
gene-RORC|RORC,273,30
gene-S100A10|S100A10,0,0
gene-LOC134412312|LOC134412312,0,0
gene-LOC134412344|LOC134412344,0,0
gene-SLC27A3|SLC27A3,0,0
gene-LOC134412201|LOC134412201,0,0
gene-LOC134412346|LOC134412346,0,0
gene-LOC134412092|LOC134412092,0,0
gene-LOC134412168|LOC134412168,0,0
gene-GATAD2B|GATAD2B,1222,571
gene-LOC134412347|LOC134412347,0,0
gene-DENND4B|DENND4B,363,29
gene-INTS3|INTS3,4166,1428
gene-NPR1|NPR1,495,185
gene-ILF2|ILF2,2356,1306
gene-SNAPIN|SNAPIN,300,144
gene-LOC134412412|LOC134412412,65,23
gene-CHTOP|CHTOP,3169,763
gene-C21H1orf43|C21H1orf43,656,576
gene-LOC134412125|LOC134412125,0,0
gene-LOC134412126|LOC134412126,0,0
gene-LOC134412124|LOC134412124,0,33
gene-LOC134412349|LOC134412349,0,0
gene-LOC134412350|LOC134412350,0,0
gene-LOC134412429|LOC134412429,0,0
gene-LOC134412074|LOC134412074,0,0
gene-LOC134411962|LOC134411962,0,3757
gene-SLC39A1|SLC39A1,86,36
gene-CREB3L4|CREB3L4,0,24
gene-LOC134412095|LOC134412095,0,0
gene-JTB|JTB,0,0
gene-TPM3|TPM3,7773,5075
gene-LOC134411947|LOC134411947,364,884
gene-CRTC2|CRTC2,452,231
gene-LOC134412433|LOC134412433,40,35
gene-RAB13|RAB13,70,152
gene-RPS27|RPS27,4678,13981
gene-NUP210L|NUP210L,11,0
gene-HAX1|HAX1,30,0
gene-ATP8B2|ATP8B2,256,517
gene-IL6R|IL6R,14,0
gene-SHE|SHE,61,185
gene-UBAP2L|UBAP2L,9194,3189
gene-TDRD10|TDRD10,488,21
gene-UBE2Q1|UBE2Q1,1782,2664
gene-ADAR|ADAR,2313,577
gene-KCNN3|KCNN3,986,3
gene-PMVK|PMVK,334,0
gene-DCST1|DCST1,125,0
gene-ADAM15|ADAM15,189,70
gene-EFNA4|EFNA4,0,29
gene-ZBTB7B|ZBTB7B,551,190
gene-DCST2|DCST2,0,0
gene-PBXIP1|PBXIP1,368,75
gene-PYGO2|PYGO2,118,41
gene-SHC1|SHC1,1799,447
gene-CKS1B|CKS1B,193,100
gene-FLAD1|FLAD1,144,70
gene-LOC134411942|LOC134411942,7,155
gene-EFNA3|EFNA3,209,142
gene-EFNA1|EFNA1,395,38
gene-SLC50A1|SLC50A1,0,0
gene-DPM3|DPM3,0,0
gene-LOC134411960|LOC134411960,0,0
gene-KRTCAP2|KRTCAP2,357,459
gene-TRIM46|TRIM46,90,15
gene-THBS3|THBS3,0,55
gene-MTX1|MTX1,374,209
gene-LOC134412272|LOC134412272,0,0
gene-ENTREP3|ENTREP3,29,0
gene-SCAMP3|SCAMP3,175,208
gene-LOC134412163|LOC134412163,0,0
gene-CLK2|CLK2,911,142
gene-HCN3|HCN3,237,6
gene-PKLR|PKLR,549,921
gene-FDPS|FDPS,705,128
gene-LOC134412016|LOC134412016,0,0
gene-LOC134412018|LOC134412018,0,29
gene-RUSC1|RUSC1,45,14
gene-LOC134412020|LOC134412020,34,0
gene-DAP3|DAP3,209,0
gene-ASH1L|ASH1L,1597,962
gene-MSTO1|MSTO1,262,34
gene-GON4L|GON4L,201,176
gene-SYT11|SYT11,19,18
gene-LOC134412022|LOC134412022,0,0
gene-RIT1|RIT1,1951,642
gene-KHDC4|KHDC4,917,456
gene-LOC134412460|LOC134412460,0,4
gene-LOC134411968|LOC134411968,79,111
gene-NDUFS2|NDUFS2,2715,2725
gene-PACS1|PACS1,5018,405
gene-KLC2|KLC2,898,63
gene-YIF1A|YIF1A,95,60
gene-TMEM151A|TMEM151A,39,12
gene-RAB1B|RAB1B,8312,2858
gene-LOC134412161|LOC134412161,0,0
gene-LOC134412361|LOC134412361,19,25
gene-ADAMTS4|ADAMTS4,22,42
gene-LOC134412363|LOC134412363,105,163
gene-B4GALT3|B4GALT3,250,0
gene-PPOX|PPOX,0,0
gene-USP21|USP21,1822,384
gene-UFC1|UFC1,0,679
gene-LOC134411912|LOC134411912,0,0
gene-TOMM40L|TOMM40L,587,232
gene-NR1I3|NR1I3,0,0
gene-MPZ|MPZ,102,61
gene-CFAP126|CFAP126,0,237
gene-SDHC|SDHC,1066,1017
gene-LOC134412461|LOC134412461,8,3
gene-TUT1|TUT1,574,29
gene-EML3|EML3,132,319
gene-B3GAT3|B3GAT3,313,67
gene-MTA2|MTA2,7079,2750
gene-GANAB|GANAB,1224,466
gene-INTS5|INTS5,725,30
gene-C21H11orf98|C21H11orf98,0,0
gene-LOC134412462|LOC134412462,8,3
gene-CSKMT|CSKMT,17,25
gene-LRRN4CL|LRRN4CL,0,0
gene-UBXN1|UBXN1,2713,779
gene-BSCL2|BSCL2,944,75
gene-GNG3|GNG3,37,8
gene-LOC134412366|LOC134412366,339,379
gene-TTC9C|TTC9C,456,144
gene-HNRNPUL2|HNRNPUL2,7064,4638
gene-LOC134412173|LOC134412173,228,37
gene-ZBTB3|ZBTB3,8,19
gene-LOC134412416|LOC134412416,141,0
gene-LOC134412432|LOC134412432,12,3
gene-LOC134412046|LOC134412046,0,0
gene-WDR74|WDR74,222,28
gene-STX5|STX5,2176,919
gene-TMEM223|TMEM223,181,50
gene-NXF1|NXF1,2084,1190
gene-SLC3A2|SLC3A2,733,236
gene-LOC134412219|LOC134412219,4383,2502
gene-RPS6KA4|RPS6KA4,93,452
gene-CCDC88B|CCDC88B,0,0
gene-LOC134412212|LOC134412212,0,0
gene-LOC134412369|LOC134412369,2,0
gene-PELI3|PELI3,18,53
gene-DPP3|DPP3,1221,267
gene-LOC134412215|LOC134412215,516,808
gene-DRAP1|DRAP1,482,283
gene-C21H11orf68|C21H11orf68,56,12
gene-RELA|RELA,901,95
gene-AP5B1|AP5B1,44,7
gene-OVOL1|OVOL1,0,0
gene-KAT5|KAT5,1556,395
gene-CDC42EP2|CDC42EP2,206,37
gene-DPF2|DPF2,3320,345
gene-POLA2|POLA2,0,0
gene-CAPN1|CAPN1,1182,760
gene-SPDYC|SPDYC,3073,0
gene-SYVN1|SYVN1,1619,124
gene-LOC134412273|LOC134412273,0,55
gene-LOC134412374|LOC134412374,0,0
gene-SLAMF8|SLAMF8,0,0
gene-LOC134412375|LOC134412375,0,0
gene-LOC134412376|LOC134412376,0,0
gene-DUSP23|DUSP23,0,0
gene-LOC134412378|LOC134412378,0,0
gene-CFAP45|CFAP45,363,941
gene-TAGLN2|TAGLN2,3341,1833
gene-IGSF9|IGSF9,57,29
gene-LOC134412054|LOC134412054,0,0
gene-ATL3|ATL3,1004,404
gene-RTN3|RTN3,316,75
gene-ZFTA|ZFTA,53,0
gene-SPINDOC|SPINDOC,0,0
gene-LOC134412279|LOC134412279,41,0
gene-RCOR2|RCOR2,7,0
gene-MARK2|MARK2,4605,1517
gene-NAA40|NAA40,721,158
gene-OTUB1|OTUB1,740,291
gene-MACROD1|MACROD1,197,235
gene-FLRT1|FLRT1,8,39
gene-FERMT3|FERMT3,52,72
gene-STIP1|STIP1,4792,1310
gene-DNAJC4|DNAJC4,0,0
gene-LOC134411887|LOC134411887,4,8
gene-LOC134412085|LOC134412085,80,13
gene-BAD|BAD,13,12
gene-FKBP2|FKBP2,0,0
gene-PPP1R14B|PPP1R14B,0,0
gene-PLCB3|PLCB3,2707,1826
gene-GPR137|GPR137,405,48
gene-ESRRA|ESRRA,226,270
gene-TRMT112|TRMT112,98,0
gene-PRDX5|PRDX5,554,3203
gene-LOC134412385|LOC134412385,0,0
gene-LOC134412315|LOC134412315,0,0
gene-LOC134412311|LOC134412311,4,3
gene-LOC134412301|LOC134412301,0,14
gene-ACTN3|ACTN3,270,795
gene-RCE1|RCE1,630,84
gene-TOP6BL|TOP6BL,0,0
gene-SPTBN2|SPTBN2,299,269
gene-LOC134412408|LOC134412408,0,262
gene-BBS1|BBS1,164,130
gene-LOC134412316|LOC134412316,0,0
gene-LOC134412317|LOC134412317,0,0
gene-B4GAT1|B4GAT1,11,3
gene-FIBP|FIBP,0,0
gene-EFEMP2|EFEMP2,0,0
gene-TRNAS-GCU-15|TRNAS-GCU,0,0
gene-SLC29A2|SLC29A2,0,0
gene-NPAS4|NPAS4,0,0
gene-MRPL11|MRPL11,0,2
gene-GAL3ST3|GAL3ST3,0,2
gene-LOC134412386|LOC134412386,1,0
gene-FOSL1|FOSL1,217,0
gene-CCDC85B|CCDC85B,9,7
gene-MUS81|MUS81,682,49
gene-CFL1|CFL1,10787,7210
gene-CD248|CD248,3,11
gene-LOC134412067|LOC134412067,20,7
gene-RIN1|RIN1,180,25
gene-BRMS1|BRMS1,152,96
gene-LOC134412321|LOC134412321,3,3
gene-SF3B2|SF3B2,2322,1181
gene-TSGA10IP|TSGA10IP,3,0
gene-ZDHHC24|ZDHHC24,20,9
gene-CCDC87|CCDC87,6,4
gene-LOC134412426|LOC134412426,1335,305
gene-CCS|CCS,0,0
gene-KCNK7|KCNK7,0,0
gene-MAP3K11|MAP3K11,54,70
gene-ZNRD2|ZNRD2,1390,884
gene-FAM89B|FAM89B,31,33
gene-EHBP1L1|EHBP1L1,279,185
gene-PCNX3|PCNX3,435,69
gene-SIPA1|SIPA1,1060,38
gene-LTBP3|LTBP3,193,379
gene-MEN1|MEN1,0,0
gene-MAP4K2|MAP4K2,80,118
gene-SF1|SF1,4365,2106
gene-PYGM|PYGM,2294,1925
gene-RASGRP2|RASGRP2,908,283
gene-NRXN2|NRXN2,84,119
gene-FRMD8|FRMD8,0,0
gene-LOC134412050|LOC134412050,1084,305
gene-SCYL1|SCYL1,175,183
gene-CDC42BPG|CDC42BPG,754,93
gene-LOC134412392|LOC134412392,104,0
gene-EHD1|EHD1,6887,425
gene-ATG2A|ATG2A,272,97
gene-LOC134411933|LOC134411933,0,0
gene-BOLA1|BOLA1,0,0
gene-LOC134412048|LOC134412048,16,0
gene-LOC134412112|LOC134412112,0,0
gene-LOC134412393|LOC134412393,16,0
gene-KIRREL1|KIRREL1,43,101
gene-LOC134412182|LOC134412182,6,9
gene-GPHA2|GPHA2,0,0
gene-LOC134412293|LOC134412293,1483,400
gene-ANP32E|ANP32E,997,4467
gene-PLEKHO1|PLEKHO1,199,1139
gene-VPS45|VPS45,305,84
gene-OTUD7B|OTUD7B,138,95
gene-MTMR11|MTMR11,125,248
gene-SF3B4|SF3B4,1378,420
gene-LOC134411877|LOC134411877,123,0
gene-IGSF8|IGSF8,0,0
gene-LOC134412001|LOC134412001,40,96
gene-CASQ1|CASQ1,7,8
gene-PEA15|PEA15,15,64
gene-DCAF8|DCAF8,2122,1136
gene-PEX19|PEX19,0,152
gene-LRRC71|LRRC71,0,0
gene-ARHGEF11|ARHGEF11,813,239
gene-LOC134412395|LOC134412395,22,36
gene-LOC134412167|LOC134412167,36,82
gene-METTL25B|METTL25B,0,0
gene-MRPL24|MRPL24,34,0
gene-ISG20L2|ISG20L2,63,31
gene-CRABP2|CRABP2,0,0
gene-LOC134412135|LOC134412135,224,72
gene-NES|NES,68,122
gene-HDGF|HDGF,1252,921
gene-PRCC|PRCC,963,658
gene-LOC134412133|LOC134412133,134,288
gene-INSRR|INSRR,56,49
gene-PEAR1|PEAR1,0,0
gene-NTRK1|NTRK1,83,97
gene-LOC134412855|LOC134412855,1,0
gene-LOC134412856|LOC134412856,1,0
gene-LOC134412857|LOC134412857,1,0
gene-CRK|CRK,989,899
gene-YWHAE|YWHAE,22918,22364
gene-MYO1C|MYO1C,3233,1194
gene-INPP5K|INPP5K,393,129
gene-PITPNA|PITPNA,1715,2137
gene-SLC43A2|SLC43A2,541,127
gene-RILP|RILP,0,0
gene-TLCD2|TLCD2,105,54
gene-WDR81|WDR81,524,51
gene-SERPINF2|SERPINF2,0,0
gene-PRPF8|PRPF8,9250,3864
gene-SERPINF1|SERPINF1,70,268
gene-SMYD4|SMYD4,192,0
gene-RTN4RL1|RTN4RL1,12,62
gene-RPA1|RPA1,1016,714
gene-DPH1|DPH1,0,0
gene-OVCA2|OVCA2,0,0
gene-HIC1|HIC1,4,7
gene-SMG6|SMG6,128,185
gene-POLDIP2|POLDIP2,779,435
gene-TMEM199|TMEM199,152,38
gene-SEBOX|SEBOX,0,0
gene-LOC134412724|LOC134412724,0,0
gene-SARM1|SARM1,0,0
gene-SLC46A1|SLC46A1,0,0
gene-UNC119|UNC119,449,0
gene-PIGS|PIGS,108,58
gene-ALDOC|ALDOC,0,5
gene-RSKR|RSKR,480,0
gene-BLTP2|BLTP2,1727,599
gene-LOC134412544|LOC134412544,3,12
gene-RAB34|RAB34,156,117
gene-SUPT6H|SUPT6H,8842,2088
gene-SDF2|SDF2,251,130
gene-LOC134412838|LOC134412838,0,0
gene-RPL23A|RPL23A,420,759
gene-LOC134412837|LOC134412837,2,3
gene-TLCD1|TLCD1,414,409
gene-NEK8|NEK8,60,56
gene-TRAF4|TRAF4,849,265
gene-FAM222B|FAM222B,899,197
gene-ERAL1|ERAL1,192,74
gene-DHRS13|DHRS13,0,0
gene-FLOT2|FLOT2,2376,1470
gene-PHF12|PHF12,1421,612
gene-MYO18A|MYO18A,2021,1229
gene-NUFIP2|NUFIP2,408,20
gene-TAOK1|TAOK1,2690,797
gene-GIT1|GIT1,2482,431
gene-ANKRD13B|ANKRD13B,38,88
gene-CORO6|CORO6,204,120
gene-SSH2|SSH2,557,101
gene-EFCAB5|EFCAB5,0,78
gene-NSRP1|NSRP1,868,607
gene-SLC6A4|SLC6A4,22,535
gene-BLMH|BLMH,767,161
gene-CPD|CPD,4044,683
gene-GOSR1|GOSR1,654,120
gene-ABR|ABR,2826,396
gene-TIMM22|TIMM22,198,52
gene-ADORA2B|ADORA2B,3,0
gene-SPECC1|SPECC1,414,147
gene-TTC19|TTC19,0,0
gene-PIGL|PIGL,0,0
gene-NCOR1|NCOR1,1486,727
gene-LOC134412480|LOC134412480,29,39
gene-ITGAE|ITGAE,3,0
gene-EMC6|EMC6,508,340
gene-CENPV|CENPV,37,71
gene-UBB|UBB,32201,8762
gene-TAX1BP3|TAX1BP3,738,866
gene-CTNS|CTNS,1107,95
gene-SHPK|SHPK,0,0
gene-TRPV1|TRPV1,26,19
gene-TRPV3|TRPV3,0,0
gene-ASPA|ASPA,0,0
gene-SPATA22|SPATA22,0,0
gene-LHFPL7|LHFPL7,0,0
gene-LOC134412470|LOC134412470,0,0
gene-AKAP10|AKAP10,1069,309
gene-NLE1|NLE1,428,82
gene-CALN1|CALN1,170,0
gene-WSCD1|WSCD1,46,0
gene-EXO5|EXO5,0,0
gene-RAP1GAP2|RAP1GAP2,331,50
gene-LOC134412827|LOC134412827,97,48
gene-CCDC92B|CCDC92B,9,0
gene-CLUH|CLUH,5589,801
gene-PAFAH1B1|PAFAH1B1,12837,5235
gene-MNT|MNT,1053,107
gene-SGSM2|SGSM2,2724,251
gene-TNFAIP1|TNFAIP1,1178,126
gene-IFT20|IFT20,244,123
gene-LYRM9|LYRM9,0,0
gene-NOS2|NOS2,0,0
gene-LGALS9|LGALS9,0,0
gene-TMEM97|TMEM97,0,0
gene-NLK|NLK,7863,4253
gene-KSR1|KSR1,797,226
gene-WSB1|WSB1,3504,796
gene-NF1|NF1,429,897
gene-EVI2B|EVI2B,0,0
gene-EVI2A|EVI2A,0,0
gene-OMG|OMG,21,56
gene-AKAP1|AKAP1,4627,431
gene-MRPS23|MRPS23,705,441
gene-MSI2|MSI2,1113,1431
gene-TRNAA-GGC-7|TRNAA-GGC,0,0
gene-CUEDC1|CUEDC1,1265,175
gene-VEZF1|VEZF1,3206,2378
gene-SRSF1|SRSF1,14346,3685
gene-DYNLL2|DYNLL2,2826,896
gene-HEATR6|HEATR6,132,265
gene-HNF1B|HNF1B,227,196
gene-DDX52|DDX52,2273,239
gene-DUSP14|DUSP14,4,73
gene-SYNRG|SYNRG,2134,794
gene-TADA2A|TADA2A,1830,353
gene-AATF|AATF,271,70
gene-LHX1|LHX1,76,12
gene-ACACA|ACACA,1809,749
gene-LOC134412613|LOC134412613,0,0
gene-MRM1|MRM1,0,0
gene-DHRS11|DHRS11,70,0
gene-PIGW|PIGW,4,18
gene-GGNBP2|GGNBP2,2473,267
gene-MYO19|MYO19,46,31
gene-ZNHIT3|ZNHIT3,18,0
gene-USP32|USP32,1496,262
gene-APPBP2|APPBP2,1886,324
gene-PPM1D|PPM1D,599,200
gene-TBX2|TBX2,77,144
gene-TBX4|TBX4,109,52
gene-BCAS3|BCAS3,265,142
gene-INTS2|INTS2,158,48
gene-BRIP1|BRIP1,2020,36
gene-LOC134412779|LOC134412779,0,58
gene-MED13|MED13,3157,1262
gene-RNFT1|RNFT1,726,222
gene-RPS6KB1|RPS6KB1,1928,804
gene-TUBD1|TUBD1,364,0
gene-PTRH2|PTRH2,201,75
gene-VMP1|VMP1,1663,414
gene-DHX40|DHX40,27,10
gene-YPEL2|YPEL2,919,32
