gene_id,SRR15315613,SRR15315614,SRR15315615,SRR15315619,SRR15315620,SRR15829334,SRR15829335,SRR15829337,SRR15829338
gene-CARD14|CARD14,8,10,0,15,0,0,0,0,0
gene-SETD5|SETD5,1255,1109,1123,762,1338,294,233,468,279
gene-ZNRD1|ZNRD1,609,717,607,878,678,166,249,180,118
gene-PPP1R11|PPP1R11,2140,2281,1697,3345,2147,520,883,785,608
gene-LOC102444043|LOC102444043,65,63,59,38,53,59,46,46,67
gene-LOC102445057|LOC102445057,6,0,0,0,0,0,0,0,0
gene-LOC102444279|LOC102444279,314,839,222,387,291,17,51,26,15
gene-CREB3L1|CREB3L1,97,96,51,43,138,13,0,19,0
gene-LOC106731576|LOC106731576,627,701,621,1033,676,24,13,80,0
gene-USP48|USP48,5977,5400,4646,5602,6535,1620,1540,1893,1288
gene-HARBI1|HARBI1,70,69,20,18,118,13,23,15,41
gene-TRNAK-CUU-6|TRNAK-CUU,0,0,0,0,0,0,0,0,0
gene-AMBRA1|AMBRA1,3391,3077,2853,3279,3725,729,717,1128,1003
gene-CHRM4|CHRM4,302,140,187,145,207,0,0,0,0
gene-DGKZ|DGKZ,4343,3781,2854,3369,4270,3283,2514,3373,2203
gene-MDK|MDK,27780,35285,24853,30975,33516,122,111,271,88
gene-ATG13|ATG13,4363,4034,4085,4642,4971,6512,6370,7515,7277
gene-ZNF408|ZNF408,570,473,289,513,518,387,441,290,254
gene-ARHGAP1|ARHGAP1,3150,2477,2070,2731,3282,4310,4769,5188,3533
gene-LOC102451642|LOC102451642,2,0,0,0,0,0,0,2,2
gene-LOC102451881|LOC102451881,28,26,27,18,0,0,0,31,12
gene-F2|F2,1700,1090,646,568,1586,10705,12089,38301,43501
gene-CKAP5|CKAP5,7426,6251,4393,5876,6216,1538,1242,1640,1275
gene-LOC112544829|LOC112544829,4,1,1,3,4,2,0,2,1
gene-EIF2B3|EIF2B3,2440,2155,1431,2447,2440,309,492,400,385
gene-HECTD3|HECTD3,6306,6320,4460,6534,5174,1603,1576,1947,2874
gene-LOC112544833|LOC112544833,0,0,1,1,0,0,0,0,0
gene-ZSWIM5|ZSWIM5,1631,1231,1499,1720,1501,409,333,499,388
gene-HPDL|HPDL,11,22,5,4,12,2,0,4,0
gene-LOC102452367|LOC102452367,2488,1903,1022,1469,2683,24779,32543,41364,44920
gene-MUTYH|MUTYH,772,682,499,776,704,30,52,35,15
gene-TOE1|TOE1,1730,1565,1054,1543,1535,521,618,557,483
gene-TESK2|TESK2,2120,1955,2532,1924,2470,1512,1161,1839,1969
gene-LOC102459215|LOC102459215,432,278,133,162,387,47,39,56,49
gene-LOC102453128|LOC102453128,1325,1459,1339,1592,1226,392,343,340,202
gene-MMACHC|MMACHC,147,91,116,51,223,30,10,31,50
gene-PRDX1|PRDX1,16088,14968,12721,18563,14862,449,329,515,324
gene-AKR1A1|AKR1A1,5231,6079,4327,5659,5779,530,440,725,614
gene-LOC112544834|LOC112544834,51,15,21,58,29,0,0,0,0
gene-NASP|NASP,13292,12420,11890,23555,15270,636,789,973,550
gene-GPBP1L1|GPBP1L1,4677,4425,4576,5679,5542,1822,1852,2095,1408
gene-IPP|IPP,1513,1280,1445,1500,1350,465,240,395,357
gene-TMEM69|TMEM69,510,597,707,769,565,100,71,114,186
gene-LOC102455463|LOC102455463,4545,2772,897,432,2511,583784,646413,25307,98037
gene-LOC102455706|LOC102455706,1120,2531,420,4332,3672,54,9,35,63
gene-MAST2|MAST2,3345,2539,2402,1847,3543,638,449,705,298
gene-TSPAN1|TSPAN1,290,280,351,365,329,539,626,604,315
gene-LOC102457516|LOC102457516,914,854,426,894,1144,47,69,35,25
gene-LOC112544836|LOC112544836,1,0,0,0,0,0,0,0,0
gene-LOC102459934|LOC102459934,19,13,7,8,20,5,0,0,0
gene-POMGNT1|POMGNT1,461,256,94,90,229,76,56,87,79
gene-RABL6|RABL6,6693,7231,5046,7677,8464,2663,2483,3063,2014
gene-LOC112544837|LOC112544837,2,0,0,0,2,0,0,0,0
gene-CCDC183|CCDC183,610,371,209,245,321,9088,13706,14642,19793
gene-LOC102444437|LOC102444437,3453,3205,1258,201,3190,55775,54880,86082,131199
gene-ENTPD8|ENTPD8,68,52,31,22,39,741,1124,1440,1249
gene-LOC102445643|LOC102445643,0,19,0,0,0,81,593,332,172
gene-NOXA1|NOXA1,300,185,302,389,225,326,496,398,436
gene-LOC102445405|LOC102445405,63,21,24,46,15,303,332,384,310
gene-EXD3|EXD3,1096,698,897,1436,1038,527,311,645,635
gene-NSMF|NSMF,1124,622,1161,846,720,62,80,81,87
gene-PNPLA7|PNPLA7,2787,2488,2039,3095,3150,1183,974,1085,1112
gene-LOC112544838|LOC112544838,0,0,0,0,0,3,0,0,0
gene-DPH7|DPH7,836,550,609,612,757,133,138,391,195
gene-ZMYND19|ZMYND19,1493,1343,1134,2129,1637,247,326,372,211
gene-LRSAM1|LRSAM1,156,114,180,174,261,235,171,320,259
gene-FKBP15|FKBP15,1074,963,703,1293,1707,534,484,503,501
gene-STPG3|STPG3,0,0,0,0,8,0,5,3,0
gene-RPL12|RPL12,26405,32603,32503,37425,27938,16118,21541,14696,16014
gene-LOC112544841|LOC112544841,14,17,40,42,38,3,17,10,16
gene-SLC31A1|SLC31A1,2687,2234,1967,2673,2850,1950,1684,1006,1567
gene-CDC26|CDC26,679,752,535,1223,1022,242,277,205,177
gene-PRPF4|PRPF4,5169,5335,4681,6766,5346,1079,1331,1268,1244
gene-LOC102448793|LOC102448793,0,0,108,101,55,0,0,9,0
gene-LOC102449036|LOC102449036,22,9,8,24,15,3,0,6,0
gene-LOC112544843|LOC112544843,0,36,52,0,0,23,23,0,21
gene-LOC102449664|LOC102449664,20,15,0,0,13,0,0,22,0
gene-LOC102447566|LOC102447566,18,8,7,9,0,12,0,0,0
gene-LOC102447814|LOC102447814,9,0,0,0,0,0,0,0,0
gene-WDR31|WDR31,488,271,455,322,305,66,104,73,251
gene-BSPRY|BSPRY,109,46,126,90,70,38,36,22,22
gene-HDHD3|HDHD3,409,331,209,427,330,156,79,125,87
gene-ALAD|ALAD,3301,3490,2979,4623,4572,1707,1602,2303,1818
gene-LOC102450239|LOC102450239,0,5,0,0,2,0,0,0,0
gene-LOC102450618|LOC102450618,1,2,0,0,0,0,0,0,0
gene-LOC102450392|LOC102450392,148,78,94,232,117,52,44,18,15
gene-LOC102451575|LOC102451575,18,4,31,0,0,0,0,0,0
gene-LOC102451812|LOC102451812,66,0,0,49,0,0,29,14,9
gene-LOC106731579|LOC106731579,6726,6364,3908,3647,7553,53646,63046,85552,62386
gene-LOC102452548|LOC102452548,448,411,353,274,341,76,22,36,6
gene-LOC102452806|LOC102452806,2915,2503,2512,3773,3682,671,535,967,442
gene-LOC106731581|LOC106731581,22,14,16,30,12,4,10,15,0
gene-PPP1R1B|PPP1R1B,44,21,24,34,63,0,0,0,0
gene-MMP17|MMP17,801,605,690,1465,1111,9,0,10,0
gene-PNMT|PNMT,22,16,13,8,23,0,9,0,7
gene-TCAP|TCAP,432,207,891,814,613,4,19,4,5
gene-STARD3|STARD3,1407,1095,845,1080,1617,3555,4954,3355,4038
gene-PGAP3|PGAP3,922,745,430,309,589,246,166,161,187
gene-ILF3|ILF3,54419,53494,37728,51107,60690,6664,5738,7492,6538
gene-ERBB2|ERBB2,2254,2048,2788,2898,2342,1021,1507,1518,260
gene-LOC102458114|LOC102458114,4,0,9,16,0,0,0,0,5
gene-GRB7|GRB7,59,40,52,22,73,607,485,1619,1311
gene-ZPBP2|ZPBP2,11,5,3,15,5,0,0,0,0
gene-IKZF3|IKZF3,21,31,0,22,36,46,16,95,31
gene-LRRC3C|LRRC3C,146,101,75,29,150,0,7,0,0
gene-ORMDL3|ORMDL3,276,212,60,69,229,708,355,233,315
gene-GSDMA|GSDMA,2178,1891,2044,2495,2416,1624,2227,1276,881
gene-LOC112544846|LOC112544846,0,6,9,6,6,0,0,7,15
gene-CSF3|CSF3,7,0,0,31,0,0,17,17,12
gene-PSMD3|PSMD3,15194,15504,12084,17177,16403,4587,3938,4018,3715
gene-THRA|THRA,45,33,29,56,33,83,48,96,48
gene-MED24|MED24,4084,3663,2604,4216,3969,1085,1345,1268,1144
gene-LOC112544847|LOC112544847,6,4,10,11,7,2,2,7,2
gene-TEAD1|TEAD1,641,437,634,524,604,20,33,56,12
gene-LOC106731582|LOC106731582,63,81,38,95,27,7,15,10,10
gene-LOC102460091|LOC102460091,36,38,27,13,15,0,0,4,0
gene-CHRM3|CHRM3,73,60,13,38,39,0,0,0,0
gene-FMN2|FMN2,1178,577,620,664,792,0,0,0,0
gene-GREM2|GREM2,1497,935,938,985,1105,7,7,12,26
gene-PIGM|PIGM,414,265,370,262,244,76,108,105,82
gene-OPN3|OPN3,251,236,248,442,316,0,0,0,0
gene-RGS7|RGS7,169,84,178,163,88,0,0,0,0
gene-LOC112544849|LOC112544849,0,0,0,0,0,0,0,0,0
gene-LOC112544850|LOC112544850,65,73,81,188,105,0,0,0,6
gene-MAP1LC3C|MAP1LC3C,47,43,27,62,123,237,265,456,365
gene-WDR64|WDR64,40,64,55,36,39,0,0,0,0
gene-LOC102462580|LOC102462580,1264,1375,808,950,1129,1265,337,802,560
gene-EXO1|EXO1,919,1159,806,1103,1160,36,8,21,47
gene-ANAPC13|ANAPC13,988,1016,987,1541,1217,292,385,252,209
gene-KY|KY,32,14,12,19,0,0,0,4,5
gene-CEP63|CEP63,716,596,847,1096,906,143,238,127,89
gene-EPHB1|EPHB1,3708,2675,2600,2770,3252,40,30,48,31
gene-PCGF5|PCGF5,72,90,22,31,61,51,45,54,46
gene-LOC102444903|LOC102444903,2345,1017,885,1281,1006,2,0,0,0
gene-LOC112544856|LOC112544856,0,0,18,10,0,669,290,697,1492
gene-PPP1R3C|PPP1R3C,36,38,13,25,21,532,385,219,465
gene-HECTD2|HECTD2,1301,732,1321,1591,1153,417,507,652,531
gene-TNKS2|TNKS2,2353,1773,2136,2727,2286,1144,968,1286,1057
gene-TBC1D12|TBC1D12,1790,1528,1597,2311,2253,278,321,354,218
gene-NOC3L|NOC3L,2092,1672,2020,2985,2592,295,373,349,319
gene-LOC102447740|LOC102447740,1415,1109,1040,1372,1483,374,328,616,666
gene-MTCL1|MTCL1,2778,1374,1676,1934,1695,41,22,86,31
gene-NDUFV2|NDUFV2,8015,6815,8820,11931,9026,1792,1479,2703,2552
gene-RALBP1|RALBP1,3161,2850,3012,3672,3907,758,557,966,660
gene-ANKRD12|ANKRD12,1299,866,1391,1758,1689,730,1028,1208,893
gene-TWSG1|TWSG1,4265,3697,4703,5097,5818,724,983,780,890
gene-PPP4R1|PPP4R1,4871,3818,3534,4394,4235,764,686,922,703
gene-RAB31|RAB31,354,308,222,195,373,45,41,63,48
gene-VAPA|VAPA,5076,4598,5300,6097,6006,1757,1819,2255,1585
gene-APCDD1|APCDD1,388,577,468,290,1137,20,0,0,4
gene-NAPG|NAPG,3752,3247,3411,5161,3939,1730,1436,1357,1106
gene-PIEZO2|PIEZO2,1603,1521,1650,2699,2311,0,0,4,0
gene-LOC112544861|LOC112544861,5,12,0,0,7,0,0,0,0
gene-LOC112544864|LOC112544864,5,8,5,6,5,24,28,29,23
gene-IMPA2|IMPA2,191,231,213,169,247,22,31,14,19
gene-CIDEA|CIDEA,264,204,167,441,218,102,317,259,59
gene-GNAL|GNAL,2814,2388,2588,3187,2710,571,471,851,708
gene-MPPE1|MPPE1,1083,1102,911,1279,1254,376,366,401,395
gene-TUBB6|TUBB6,2235,2833,1710,2906,2678,34,54,76,45
gene-AFG3L2|AFG3L2,3267,3067,3693,4093,4259,1507,1094,1761,1489
gene-PRELID3A|PRELID3A,732,934,620,575,1208,1280,1010,2489,1068
gene-CEP76|CEP76,492,543,358,655,405,48,60,37,32
gene-SPIRE1|SPIRE1,1678,1082,1138,1069,1120,30,114,58,78
gene-PSMG2|PSMG2,1145,950,909,1269,1102,286,190,188,131
gene-PTPN2|PTPN2,2578,2821,1858,2947,3171,609,709,722,489
gene-SEH1L|SEH1L,1759,1751,1929,2089,2170,650,854,687,514
gene-CEP192|CEP192,1119,832,1217,1585,1342,173,143,160,84
gene-LOC102448794|LOC102448794,204,88,75,84,179,166,120,250,161
gene-LOC106731585|LOC106731585,38,11,12,4,27,8,3,35,22
gene-LDLRAD4|LDLRAD4,62,27,44,35,58,2435,3675,6546,5161
gene-AZIN2|AZIN2,182,175,76,212,128,25,0,9,26
gene-NDUFS5|NDUFS5,6476,6650,5449,10119,6943,902,1184,1457,996
gene-AK2|AK2,10502,12117,7965,13459,10094,3307,4110,5548,3357
gene-RNF19B|RNF19B,2848,2894,3039,3620,3099,2120,2001,2343,1541
gene-TMEM54|TMEM54,1475,977,1018,958,1154,69,32,49,11
gene-HPCA|HPCA,1133,753,414,365,1182,0,6,0,0
gene-FNDC5|FNDC5,2295,1961,1808,2389,1461,15,7,51,13
gene-S100PBP|S100PBP,812,786,527,890,703,184,189,166,129
gene-YARS|YARS,6865,6124,3586,7290,6307,1763,2151,1669,1264
gene-SYNC|SYNC,488,361,248,539,426,5,0,0,10
gene-ZBTB8OS|ZBTB8OS,1564,1406,1427,1789,1946,871,880,795,767
gene-LOC112544868|LOC112544868,25,16,39,23,36,17,0,13,4
gene-LOC102444596|LOC102444596,5,27,6,39,13,8,0,0,0
gene-ZBTB8A|ZBTB8A,1016,1018,1046,1215,1407,366,440,319,440
gene-RBBP4|RBBP4,18164,18575,14480,19324,21221,1145,1020,1159,799
gene-ZBTB8B|ZBTB8B,930,674,657,737,819,72,141,163,119
gene-FAM229A|FAM229A,80,13,41,51,33,60,109,55,102
gene-TSSK3|TSSK3,7,5,6,5,5,31,40,44,40
gene-BSDC1|BSDC1,3694,3203,2709,3245,3690,2855,2863,3973,4754
gene-KPNA6|KPNA6,2158,2137,2209,2421,2598,1072,1667,2514,1691
gene-FAM167B|FAM167B,0,0,0,11,3,40,31,147,0
gene-LCK|LCK,3,13,19,0,28,97,47,264,160
gene-LOC112544873|LOC112544873,0,0,0,0,0,0,0,0,0
gene-DCDC2B|DCDC2B,107,92,131,189,96,89,42,80,28
gene-LOC112544871|LOC112544871,81,119,56,63,140,141,73,83,38
gene-TXLNA|TXLNA,3496,3236,2072,3292,3459,2302,1678,1887,971
gene-LOC112544872|LOC112544872,126,91,82,126,78,18,90,61,30
gene-CCDC28B|CCDC28B,2677,2300,2004,2842,2068,92,168,168,137
gene-IQCC|IQCC,522,486,429,544,533,53,107,95,67
gene-TMEM234|TMEM234,219,101,102,91,260,126,92,87,70
gene-EIF3I|EIF3I,7746,7158,7052,10356,7665,7634,6160,8785,10436
gene-LOC102450240|LOC102450240,497,639,560,693,560,1053,2832,1951,5599
gene-HDAC1|HDAC1,5401,5797,4328,5582,6896,1804,1726,2251,1479
gene-MARCKSL1|MARCKSL1,37600,33887,36244,42823,35835,669,318,903,261
gene-SPOCD1|SPOCD1,33,35,46,27,17,104,81,43,41
gene-PTP4A2|PTP4A2,4204,4347,3939,5099,5506,4949,3844,3464,4198
gene-LOC112544875|LOC112544875,0,0,0,4,7,0,0,0,0
gene-TMEM39B|TMEM39B,2392,2220,2589,3125,2427,1237,1086,1407,1134
gene-KHDRBS1|KHDRBS1,41917,43691,44557,59312,49728,7598,6782,7112,6760
gene-ADGRB2|ADGRB2,771,274,224,382,388,76,29,134,74
gene-SLC7A6|SLC7A6,1769,1213,1336,1978,1463,13,24,23,6
gene-SLC7A6OS|SLC7A6OS,1284,1143,1603,2127,1387,598,559,671,434
gene-PRMT7|PRMT7,2508,1630,1934,2388,1736,146,186,332,231
gene-COL6A6|COL6A6,0,4,0,20,7,38,51,121,43
gene-SMPD3|SMPD3,195,122,53,68,52,0,0,0,0
gene-LOC112544878|LOC112544878,0,0,0,0,0,0,0,0,0
gene-PIK3R4|PIK3R4,1495,1138,763,1510,1305,443,372,454,397
gene-LOC106731588|LOC106731588,285,260,14,246,64,22,44,62,66
gene-ATP2C1|ATP2C1,2903,2553,2654,4012,3839,962,907,1017,899
gene-ASTE1|ASTE1,1430,1676,1262,1390,1653,237,168,417,206
gene-NEK11|NEK11,206,128,167,217,271,0,12,0,0
gene-LOC102456620|LOC102456620,37,42,3,8,19,83,42,258,80
gene-LOC102456368|LOC102456368,330,248,223,316,321,0,0,0,0
gene-MRPL3|MRPL3,5526,6432,5929,6688,8074,1277,1016,1438,1429
gene-LOC102457613|LOC102457613,39,13,9,17,28,9,12,17,0
gene-SELENOI|SELENOI,4274,3277,2863,3095,3893,5556,9597,12928,4220
gene-DRC1|DRC1,497,266,289,267,354,35,50,35,20
gene-LOC102457778|LOC102457778,1301,1310,853,1580,1459,401,464,428,265
gene-RAF1|RAF1,2647,2746,3133,3608,3230,1500,1376,1386,1440
gene-LOC102458596|LOC102458596,12,0,7,0,7,0,0,0,0
gene-CNBP|CNBP,24243,23100,23698,36382,29037,7897,8638,9323,8476
gene-MKRN2OS|MKRN2OS,104,72,101,143,120,104,139,102,68
gene-MKRN2|MKRN2,3668,3444,3049,4137,3398,2890,2553,3373,3564
gene-TSEN2|TSEN2,473,469,595,593,735,141,118,108,62
gene-PPARG|PPARG,85,89,115,162,77,255,333,241,114
gene-TIMP4|TIMP4,94,130,76,130,102,66,61,179,50
gene-SYN2|SYN2,360,245,334,407,388,9,0,0,47
gene-TAMM41|TAMM41,697,614,752,1076,953,133,120,139,84
gene-VGLL4|VGLL4,3634,3927,4819,4763,4905,352,294,537,584
gene-CUNH3orf62|CUNH3orf62,4,0,0,0,0,0,0,0,0
gene-HRH1|HRH1,730,548,1037,1141,813,86,45,163,24
gene-ATG7|ATG7,2278,2314,2018,2305,2254,846,523,763,1006
gene-USP4|USP4,2635,2230,2118,2527,2343,1482,1752,1680,1736
gene-GPX1|GPX1,2431,2385,1506,3115,2237,2152,3078,2791,2359
gene-RNF123|RNF123,250,246,120,215,343,138,38,106,79
gene-RHOA|RHOA,18733,18710,12302,20433,17590,4642,4986,6237,5614
gene-LOC102445302|LOC102445302,235,310,218,342,700,12,31,39,19
gene-DNAAF1|DNAAF1,404,188,267,341,249,0,0,0,0
gene-PLA2G15|PLA2G15,2672,2560,2470,2320,3702,169,219,174,163
gene-LOC112544883|LOC112544883,6,0,0,8,0,3,3,8,0
gene-ESRP2|ESRP2,612,659,788,701,941,628,615,733,602
gene-NFATC3|NFATC3,1288,1132,1572,1122,1887,262,206,242,230
gene-DUS2|DUS2,1222,791,836,1447,1104,279,363,367,338
gene-LOC112544884|LOC112544884,0,0,0,0,4,0,0,10,0
gene-LOC102448953|LOC102448953,7,6,0,0,0,0,0,0,0
gene-LOC106731589|LOC106731589,15,56,13,43,55,12,16,13,13
gene-DDX28|DDX28,1402,1221,1237,1797,1572,439,516,400,346
gene-ZFP90|ZFP90,30,45,33,34,57,22,22,26,29
gene-LOC102449186|LOC102449186,136,38,15,70,45,0,10,29,4
gene-LOC106731590|LOC106731590,198,154,242,173,107,17,24,28,51
gene-LMO7|LMO7,1638,1294,2225,1876,1950,1205,1003,1721,1226
gene-COMMD6|COMMD6,252,236,185,307,312,123,117,78,96
gene-UCHL3|UCHL3,3092,3089,2251,4151,2982,186,203,298,258
gene-TBC1D4|TBC1D4,2386,2089,2321,3387,2583,315,421,432,323
gene-ARHGAP5|ARHGAP5,2554,2462,2623,2695,4089,280,226,239,226
gene-LOC102451882|LOC102451882,7,0,0,0,0,0,0,0,0
gene-LOC112544887|LOC112544887,26,24,47,76,44,0,0,0,0
gene-AKAP6|AKAP6,2228,1066,1424,1746,1416,0,0,0,4
gene-EGLN3|EGLN3,53,52,341,27,35,6,0,3,4
gene-NPAS3|NPAS3,1207,715,1111,820,981,0,5,0,0
gene-LOC106731591|LOC106731591,5,0,0,4,10,11,3,11,14
gene-SPTSSA|SPTSSA,3504,2960,3085,5316,4935,746,631,633,598
gene-EAPP|EAPP,2440,2120,1974,3317,2631,408,341,392,338
gene-SNX6|SNX6,3132,2661,3343,3687,3764,705,1244,932,1049
gene-CFL2|CFL2,5795,5765,5146,7598,6431,1664,1702,2421,1961
gene-BAZ1A|BAZ1A,3707,3098,3647,4489,4136,571,508,661,602
gene-LOC112544888|LOC112544888,0,0,0,8,4,4,4,29,10
gene-LOC102456449|LOC102456449,1371,1035,1114,1108,890,428,689,634,790
gene-SRP54|SRP54,5150,4314,4707,6071,6309,4150,2294,2689,1949
gene-LOC112544889|LOC112544889,11,7,9,8,6,9,5,5,8
gene-FAM177A1|FAM177A1,1194,959,1053,1219,1123,714,534,765,553
gene-KIAA0391|KIAA0391,1087,1146,707,1214,1498,209,142,240,178
gene-PPP2R3C|PPP2R3C,1795,1879,1859,2093,2216,266,281,266,193
gene-NFKBIA|NFKBIA,444,532,634,765,594,1135,1184,1505,1107
gene-PSMA6|PSMA6,4417,4773,3312,5927,4954,712,802,760,624
gene-BRMS1L|BRMS1L,1025,1078,955,1326,1179,87,67,67,20
gene-LOC106731592|LOC106731592,5,4,22,2,13,0,0,0,0
gene-RALGAPA1|RALGAPA1,2240,1756,2230,2769,2315,751,403,676,370
gene-LOC102460328|LOC102460328,0,3,0,3,0,0,0,0,0
gene-NKX2-1|NKX2-1,42,19,41,14,29,0,0,0,0
gene-MBIP|MBIP,1270,1076,1316,2218,1417,301,323,289,191
gene-NKX2-8|NKX2-8,334,227,191,269,168,0,0,0,0
gene-LOC102462251|LOC102462251,47,18,26,37,10,102,79,88,52
gene-FOXA1|FOXA1,179,203,106,117,187,327,370,363,592
gene-PAX9|PAX9,1174,879,1185,1765,1467,4,0,0,0
gene-SLC25A21|SLC25A21,412,595,378,574,809,122,63,106,196
gene-MIPOL1|MIPOL1,168,103,104,94,127,15,0,29,22
gene-TTC6|TTC6,456,190,415,416,283,0,3,0,8
gene-SSTR1|SSTR1,823,750,550,930,1281,522,380,381,505
gene-SEC23A|SEC23A,2486,2242,2405,2610,3082,2473,1763,1271,1253
gene-GEMIN2|GEMIN2,2158,2316,2158,2831,2887,413,395,515,373
gene-TRAPPC6B|TRAPPC6B,1417,1209,1165,1856,1371,111,170,83,58
gene-PNN|PNN,7010,5004,8250,10002,7603,1643,1660,2694,1899
gene-MIA2|MIA2,1972,1514,1782,2403,2317,2758,2680,3092,2554
gene-ZNF410|ZNF410,2580,2288,942,2356,2275,722,746,625,447
gene-FBXO33|FBXO33,1429,1363,1120,1881,1722,616,474,764,567
gene-LOC112544893|LOC112544893,0,0,0,0,6,0,0,0,0
gene-FAM161B|FAM161B,344,235,225,185,291,83,21,17,17
gene-COQ6|COQ6,2438,1824,1558,2005,2284,506,542,622,558
gene-ENTPD5|ENTPD5,400,465,155,314,637,124,176,435,368
gene-LOC102461630|LOC102461630,411,293,315,313,278,39,82,187,191
gene-ALDH6A1|ALDH6A1,5339,5281,4223,5511,7003,4700,4235,7868,7777
gene-LOC106731594|LOC106731594,20,8,15,19,22,0,5,4,7
gene-VSX2|VSX2,40,13,15,23,24,0,0,0,0
gene-LIN52|LIN52,2189,2124,1604,2075,2592,341,245,307,183
gene-LOC112544901|LOC112544901,0,7,4,0,10,0,0,5,4
gene-LOC102447912|LOC102447912,67,47,25,42,87,3,6,5,9
gene-SYNDIG1L|SYNDIG1L,35,26,0,41,0,0,0,0,0
gene-ABCD4|ABCD4,2160,1409,1919,2115,1504,1377,1596,1249,1059
gene-VRTN|VRTN,21,27,16,14,11,16,8,36,78
gene-ISCA2|ISCA2,1609,1809,1234,2069,2123,336,445,258,316
gene-NPC2|NPC2,1590,1849,924,1401,1684,2585,2155,2542,1883
gene-LTBP2|LTBP2,854,571,487,375,672,71,70,153,38
gene-AREL1|AREL1,4066,3450,2747,3795,4058,1489,1330,1731,1252
gene-LOC102450394|LOC102450394,47,59,17,13,64,23,5,15,20
gene-FCF1|FCF1,3954,3130,2598,4683,3400,759,676,837,446
gene-LOC112544896|LOC112544896,12,17,19,19,15,0,12,11,4
gene-YLPM1|YLPM1,7905,7524,6961,8025,10325,974,813,1245,963
gene-PROX2|PROX2,29,40,45,32,59,12,14,9,7
gene-DLST|DLST,6935,6746,4516,6969,7620,2220,1914,2737,1990
gene-PGF|PGF,139,194,106,330,226,0,0,0,13
gene-RPS6KL1|RPS6KL1,1979,1641,696,1334,1486,483,1012,553,167
gene-MLH3|MLH3,1730,1605,1932,2454,1812,651,978,1024,740
gene-ZC2HC1C|ZC2HC1C,102,53,61,66,79,24,23,6,0
gene-EIF2B2|EIF2B2,2350,2196,1747,2415,2154,851,828,1322,575
gene-ACYP1|ACYP1,918,960,850,1280,930,73,41,90,44
gene-NEK9|NEK9,6283,6056,4306,5946,6707,1788,1722,1811,1603
gene-FOS|FOS,116,79,86,373,216,100,201,166,89
gene-BATF|BATF,0,0,0,15,7,23,25,31,18
gene-JDP2|JDP2,421,463,312,513,585,239,346,171,155
gene-TMED10|TMED10,8989,9238,6951,9216,10907,2356,2250,2817,2639
gene-TGFB3|TGFB3,1011,957,513,1523,1099,0,20,65,14
gene-FLVCR2|FLVCR2,38,21,0,56,68,549,660,501,856
gene-ERG28|ERG28,1669,1988,1039,2201,1674,1306,1997,1571,1868
gene-TTLL5|TTLL5,759,574,681,768,822,307,345,234,326
gene-IFT43|IFT43,1174,1165,929,1824,903,192,198,192,244
gene-GPATCH2L|GPATCH2L,765,815,657,604,993,333,359,475,388
gene-ESRRB|ESRRB,96,69,15,29,70,3,0,0,0
gene-LOC112544898|LOC112544898,5,0,0,4,12,0,0,0,0
gene-VASH1|VASH1,922,709,152,183,718,0,17,11,0
gene-ANGEL1|ANGEL1,894,896,682,842,1056,148,164,292,115
gene-LRRC74A|LRRC74A,4,0,5,0,0,0,0,0,0
gene-ZDHHC22|ZDHHC22,17,0,11,0,0,0,0,0,0
gene-CIPC|CIPC,598,468,652,394,445,18,13,9,4
gene-IRF2BPL|IRF2BPL,4212,4636,3578,4071,5526,285,203,144,241
gene-TMEM63C|TMEM63C,361,171,71,69,198,2833,1390,282,746
gene-NGB|NGB,229,109,166,119,45,32,14,0,11
gene-LOC102460255|LOC102460255,0,0,0,0,0,0,0,0,0
gene-LOC102443562|LOC102443562,166,108,102,61,101,78,59,176,108
gene-BNC2|BNC2,200,133,168,107,335,0,0,0,0
gene-LOC112544902|LOC112544902,5,0,6,0,0,0,0,0,0
gene-SNAPC3|SNAPC3,894,908,725,930,1041,121,98,75,97
gene-LOC102446275|LOC102446275,37,4,17,12,10,0,0,0,0
gene-TTC39B|TTC39B,95,78,47,48,98,0,0,0,0
gene-CCDC171|CCDC171,642,612,637,897,884,196,213,290,189
gene-PSIP1|PSIP1,4621,3961,5316,5908,5702,294,368,384,332
gene-LOC112544903|LOC112544903,19,18,39,67,30,4,11,8,0
gene-ZDHHC21|ZDHHC21,99,58,99,67,164,9,0,0,6
gene-FREM1|FREM1,467,339,435,567,591,28,27,62,33
gene-LOC106731599|LOC106731599,9,16,0,11,10,0,0,10,20
gene-CER1|CER1,20,0,9,11,13,0,5,0,0
gene-LOC112544905|LOC112544905,4,4,0,0,9,0,0,0,0
gene-NFIB|NFIB,487,358,216,299,396,32,57,52,44
gene-TYRP1|TYRP1,36,17,32,0,46,0,0,0,0
gene-LURAP1L|LURAP1L,402,418,354,466,470,769,1037,1070,711
gene-LOC112544906|LOC112544906,17,0,0,9,5,0,0,0,0
gene-MPDZ|MPDZ,10365,7209,7292,8681,10400,277,205,265,103
gene-LOC106731595|LOC106731595,0,0,0,0,10,0,0,0,0
gene-LOC102450620|LOC102450620,0,0,0,0,0,0,0,0,0
gene-LOC106731596|LOC106731596,35,10,6,0,5,0,0,0,0
gene-KDM4C|KDM4C,490,409,821,515,470,180,281,325,268
gene-PTPRD|PTPRD,4915,3255,4900,5452,4908,1051,1957,2347,1804
